last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Amen|Amen, Irving|prints|Creation|Irving Amen|1975|American|15837|Carnegie Museum of Art
Leithauser|Leithauser, Mark A.|prints|Downriver Plant|Mark Alan Leithauser|1977|American|15838|Carnegie Museum of Art
Parsons|Parsons, Betty|drawings and watercolors|Flowers|Betty Parsons|1969|American|15839|Carnegie Museum of Art
Pedersen|Pedersen, Carl-Henning|paintings|Blue Family|Carl-Henning Pedersen|1971|Danish|15840|Carnegie Museum of Art
Müller|Müller, Jan|paintings|Great Triptych|Jan Müller|1955|American|15841|Carnegie Museum of Art
Parsons|Parsons, Betty|drawings and watercolors|Untitled|Betty Parsons|1971|American|15842|Carnegie Museum of Art
Le Brocquy|Le Brocquy, Louis|paintings|Kneeling Man|Louis Le Brocquy|1964|Irish|15843|Carnegie Museum of Art
Marsh|Marsh, Reginald|drawings and watercolors|Untitled|Reginald Marsh|1933|American|15844|Carnegie Museum of Art
Marsh|Marsh, Reginald|drawings and watercolors|Untitled (Locomotive)|Reginald Marsh|1933|American|15845|Carnegie Museum of Art
Marsh|Marsh, Reginald|drawings and watercolors|Windy Day|Reginald Marsh|1950s|American|15846|Carnegie Museum of Art
Marsh|Marsh, Reginald|drawings and watercolors|Untitled|Reginald Marsh|<blank>|American|15847|Carnegie Museum of Art
Marsh|Marsh, Reginald|drawings and watercolors|Untitled (Female nude)|Reginald Marsh|no date|American|15848|Carnegie Museum of Art
De Bernardin|De Bernardin, Anthony|paintings|Other Memorable Sharing|Anthony De Bernardin|after 1956|American|15849|Carnegie Museum of Art
Gorson|Gorson, Aaron H.|drawings and watercolors|Man at the Forge|Aaron Henry Gorson|c. 1928|American|15880|Carnegie Museum of Art
Robert|Robert, Hubert|drawings and watercolors|A Capriccio of Rome with an Imaginary View of the Campidoglio|Hubert Robert|1769|French|15882|Carnegie Museum of Art
Bennett|Bennett, Ronald J.|sculpture|Land Flow|Ronald J. Bennett|1979|American|15885|Carnegie Museum of Art
Bennett|Bennett, Ronald J.|sculpture|Ice Dance|Ronald J. Bennett|1979|American|15886|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|paintings|Echarpe Rouge Sous Une Dominante Verte|Pierre Alechinsky|1964|Belgian|15887|Carnegie Museum of Art
Davis|Davis, Stuart|paintings|Composition Concrete|Stuart Davis|1957|American|15890|Carnegie Museum of Art
Zandhuis|Zandhuis, Jan|sculpture|Untitled|Jan Zandhuis|<blank>|American|15891|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Yui|Hiroshige Andō|c. 1833-1834|Japanese|15892|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Okitsu|Hiroshige Andō|c. 1833-1834|Japanese|15893|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Chiryu|Hiroshige Andō|c. 1833-1834|Japanese|15894|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Miya|Hiroshige Andō|c. 1833-1834|Japanese|15895|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Minakuchi|Hiroshige Andō|c. 1833-1834|Japanese|15896|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|The Great San-Jo Bridge in Kyoto|Hiroshige Andō|c. 1833-1834|Japanese|15897|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Japan Bridge (Nihonbashi)|Hiroshige Andō|c. 1833-1834|Japanese|15898|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Shinagawa|Hiroshige Andō|c. 1833-1834|Japanese|15899|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Kawasaki|Hiroshige Andō|c. 1833-1834|Japanese|15900|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Kanagawa|Hiroshige Andō|c. 1833-1834|Japanese|15901|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Hodogaya|Hiroshige Andō|c. 1833-1834|Japanese|15902|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Fujisawa|Hiroshige Andō|c. 1833-1834|Japanese|15903|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Hiratsuka|Hiroshige Andō|c. 1833-1834|Japanese|15904|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Numazu|Hiroshige Andō|c. 1833-1834|Japanese|15905|Carnegie Museum of Art
Hiroshige|Hiroshige Andō|prints|Hara|Hiroshige Andō|c. 1833-1834|Japanese|15906|Carnegie Museum of Art
Chillida|Chillida, Eduardo|prints|Carnegie Series I|Eduardo Chillida|1979|Spanish|15907|Carnegie Museum of Art
Chillida|Chillida, Eduardo|prints|Carnegie Series II|Eduardo Chillida|1979|Spanish|15908|Carnegie Museum of Art
Jones|Jones, Allen|prints|Album (title page)|Allen Jones|1971|English|15909|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15910|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15911|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15912|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15913|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15914|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15915|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Struggle in the West|R. B. Kitaj|1967-1969|American|15916|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15917|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15918|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15919|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15920|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15921|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15922|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15923|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15924|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15925|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15926|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15927|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15928|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15929|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15930|Carnegie Museum of Art
Wotruba|Wotruba, Fritz|prints|Variations of Wagner's Ring|Fritz Wotruba|1967|Austrian|15931|Carnegie Museum of Art
Haskell|Haskell, Jane|paintings|Alphabet II|Jane Haskell|1978|American|15932|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series C|Lynn Russell Chadwick|1965|British|15933|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series D|Lynn Russell Chadwick|1965|British|15934|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series E|Lynn Russell Chadwick|1965|British|15935|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series F|Lynn Russell Chadwick|1965|British|15936|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Standing Figure|Lynn Russell Chadwick|1969|British|15937|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|The Reduction of Anxiety in Terminal Patients|R. B. Kitaj|1965|American|15938|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Civic Virtue|R. B. Kitaj|1967|American|15939|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Robert Duncan|R. B. Kitaj|1971|American|15940|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Ezra Pound I|R. B. Kitaj|1971|American|15941|Carnegie Museum of Art
Marca-Relli|Marca-Relli, Conrad|prints|Summer Suite, B, C, D, E, F (Portfolio of 5)|Conrad Marca-Relli|1970|American|15942|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|Variation on Points of Contact No. 12|Victor Pasmore|1967|British|15943|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|Variation on Points of Contact No. 13|Victor Pasmore|1969|British|15944|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|Variation on Points of Contact No. 14|Victor Pasmore|1969|British|15945|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|Variation on Points of Contact No. 15|Victor Pasmore|1969|British|15946|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|"Points of Contact ""A"""|Victor Pasmore|1969|British|15947|Carnegie Museum of Art
Pasmore|Pasmore, Victor|prints|Transformation 'A'|Victor Pasmore|1970|British|15948|Carnegie Museum of Art
Piper|Piper, John|prints|Crug Glas|John Piper|1966|British|15949|Carnegie Museum of Art
Piper|Piper, John|prints|Swansea Chapel|John Piper|1966|British|15950|Carnegie Museum of Art
Piper|Piper, John|prints|Newgate|John Piper|1966|British|15951|Carnegie Museum of Art
Piper|Piper, John|prints|Bethesda Chapel|John Piper|1966|British|15952|Carnegie Museum of Art
Piper|Piper, John|prints|Dylwyn|John Piper|1966|British|15953|Carnegie Museum of Art
Piper|Piper, John|prints|Penybont Ford Church|John Piper|1966|British|15954|Carnegie Museum of Art
Piper|Piper, John|prints|Warkton, Northamptonshire|John Piper|1964|British|15955|Carnegie Museum of Art
Piper|Piper, John|prints|Exton, Rutland|John Piper|1964|British|15956|Carnegie Museum of Art
Piper|Piper, John|prints|Llan-Y-Boldwell, Shropshire|John Piper|1964|British|15957|Carnegie Museum of Art
Piper|Piper, John|prints|Rudbaxton, Pembrokeshire|John Piper|1964|British|15958|Carnegie Museum of Art
Piper|Piper, John|prints|Lewknor, Oxfordshire|John Piper|1964|British|15959|Carnegie Museum of Art
Piper|Piper, John|prints|Easton Portland, Dorset|John Piper|1964|British|15960|Carnegie Museum of Art
Auerbach|Auerbach, Frank H.|prints|Seated Figure|Frank Helmuth Auerbach|1966|English|15961|Carnegie Museum of Art
Tilson|Tilson, Joe|prints|Three Wristwatches|Joe Tilson|1965|English|15962|Carnegie Museum of Art
Tilson|Tilson, Joe|prints|Vowels - AEIOU|Joe Tilson|1970|English|15963|Carnegie Museum of Art
Tilson|Tilson, Joe|prints|Bela Lugosi III|Joe Tilson|1969|English|15964|Carnegie Museum of Art
Donaldson|Donaldson, Antony|prints|Christine|Antony Donaldson|<blank>|English|15965|Carnegie Museum of Art
Huxley|Huxley, Paul|prints|Untitled No. 8|Paul Huxley|1973|British|15966|Carnegie Museum of Art
Auerbach|Auerbach, Frank H.|prints|Head of GB|Frank Helmuth Auerbach|1966|English|15967|Carnegie Museum of Art
Auerbach|Auerbach, Frank H.|prints|Reclining Figure 1|Frank Helmuth Auerbach|1966|English|15968|Carnegie Museum of Art
Auerbach|Auerbach, Frank H.|prints|Reclining Figure 2|Frank Helmuth Auerbach|1966|English|15969|Carnegie Museum of Art
Auerbach|Auerbach, Frank H.|prints|Playing Card/2 Heads of JYM|Frank Helmuth Auerbach|1969|English|15970|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series A|Lynn Russell Chadwick|1965|British|15971|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Moon Series B|Lynn Russell Chadwick|1965|British|15972|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Figure Eight|Adolph Gottlieb|1967|American|15973|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Black and Grey|Adolph Gottlieb|1967|American|15974|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Germination I|Adolph Gottlieb|1969|American|15975|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Blue Night|Adolph Gottlieb|1970|American|15976|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Pink Ground|Adolph Gottlieb|1972|American|15977|Carnegie Museum of Art
Gottlieb|Gottlieb, Adolph|prints|Black Field|Adolph Gottlieb|1972|American|15978|Carnegie Museum of Art
Motherwell|Motherwell, Robert|prints|Untitled|Robert Motherwell|1970|American|15979|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|The Vanity of Human Wishes|Sidney Nolan|1969|Australian|15980|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno I|Sidney Nolan|1965-1972|Australian|15981|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno II|Sidney Nolan|1965-1972|Australian|15982|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno III|Sidney Nolan|1965-1972|Australian|15983|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno IV|Sidney Nolan|1965-1972|Australian|15984|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno V|Sidney Nolan|1965-1972|Australian|15985|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno VI|Sidney Nolan|1965-1972|Australian|15986|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno VII|Sidney Nolan|1965-1972|Australian|15987|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno VIII|Sidney Nolan|1965-1972|Australian|15988|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Inferno IX|Sidney Nolan|1965-1972|Australian|15989|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Rinder III|Sidney Nolan|1969|Australian|15990|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Rinder IV|Sidney Nolan|1969|Australian|15991|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Rinder V|Sidney Nolan|1969|Australian|15992|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Imitation IV|Sidney Nolan|1972|Australian|15993|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Imitation II|Sidney Nolan|1972|Australian|15994|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Imitation II|Sidney Nolan|1972|Australian|15995|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Imitation III|Sidney Nolan|1972|Australian|15996|Carnegie Museum of Art
Krasner|Krasner, Lee|prints|Primary Series: Blue Stone|Lee Krasner|1969|American|15997|Carnegie Museum of Art
Lipton|Lipton, Seymour|prints|Study for Sculpture 1|Seymour Lipton|1969|American|15998|Carnegie Museum of Art
Krasner|Krasner, Lee|prints|Primary Series: Gold Stone|Lee Krasner|1969|American|15999|Carnegie Museum of Art
Krasner|Krasner, Lee|prints|Primary Series: Pink Stone|Lee Krasner|1969|American|16000|Carnegie Museum of Art
Lipton|Lipton, Seymour|prints|Study for Sculpture 2|Seymour Lipton|1969|American|16001|Carnegie Museum of Art
Lipton|Lipton, Seymour|prints|Study for Sculpture 3|Seymour Lipton|1969|American|16002|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Illustration/Rilke|Sidney Nolan|1965-1972|Australian|16003|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Illustration/Baudelaire|Sidney Nolan|1965-1972|Australian|16004|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Illustration/Mount Amiata|Sidney Nolan|1965-1972|Australian|16005|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Girls|Sidney Nolan|1966-1967|Australian|16006|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Camp|Sidney Nolan|1966-1967|Australian|16007|Carnegie Museum of Art
Nolan|Nolan, Sidney|prints|Cross|Sidney Nolan|1965-1972|Australian|16008|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Jot 'em Down Store|R. B. Kitaj|1972|American|16009|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|The Adding Machine|R. B. Kitaj|1972|American|16010|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Michael Hamburger|R. B. Kitaj|<blank>|American|16011|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Cutie|R. B. Kitaj|<blank>|American|16012|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Bacon I|R. B. Kitaj|1968|American|16013|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Bacon II|R. B. Kitaj|1969|American|16014|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Nancy and Jim Dine|R. B. Kitaj|<blank>|American|16015|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Modern Painter|R. B. Kitaj|1971|American|16016|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Madame Jane Junk|R. B. Kitaj|1971|American|16017|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Notes|R. B. Kitaj|<blank>|American|16018|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|The Most Important Film Ever Made|R. B. Kitaj|1974|American|16019|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Belgian Letters|R. B. Kitaj|1972|American|16020|Carnegie Museum of Art
Kitaj|Kitaj, R. B.|prints|Men of Europe|R. B. Kitaj|1972|American|16021|Carnegie Museum of Art
Kokoschka|Kokoschka, Oskar|prints|Persian War|Oskar Kokoschka|1969|Austrian|16022|Carnegie Museum of Art
Bayer|Bayer, Herbert|prints|Four Scale Multiples of Four|Herbert Bayer|1969|American|16023|Carnegie Museum of Art
King|King, Ronald|prints|The Prologue to the Canterbury Tales (II): The Knight's Horse|Ronald King|<blank>|English|16024|Carnegie Museum of Art
Pedersen|Pedersen, Carl-Henning|drawings and watercolors|Green Bird|Carl-Henning Pedersen|1951|Danish|16025|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Two Sitting Figures on Stripes I|Lynn Russell Chadwick|1972|British|16026|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|prints|Two Sitting Figures on Stripes II|Lynn Russell Chadwick|1972|British|16027|Carnegie Museum of Art
Saura|Saura, Antonio|prints|Pour Jorn|Antonio Saura|1976|Spanish|16028|Carnegie Museum of Art
D'Arcangelo|D'Arcangelo, Allan|prints|Watertower #1|Allan D'Arcangelo|1973|American|16029|Carnegie Museum of Art
Ting|Ting, Walasse|prints|Pour Jorn|Walasse Ting|1976|Chinese|16030|Carnegie Museum of Art
D'Arcangelo|D'Arcangelo, Allan|prints|Watertower #2|Allan D'Arcangelo|1973|American|16031|Carnegie Museum of Art
Velde|Velde, Bram van|prints|Pour Jorn|Bram van Velde|1976|Dutch|16032|Carnegie Museum of Art
D'Arcangelo|D'Arcangelo, Allan|prints|Watertower #3|Allan D'Arcangelo|1973|American|16033|Carnegie Museum of Art
Wemaëre|Wemaëre, Pierre|prints|Pour Jorn|Pierre Wemaëre|1976|French|16034|Carnegie Museum of Art
D'Arcangelo|D'Arcangelo, Allan|prints|Watertower #4|Allan D'Arcangelo|1973|American|16035|Carnegie Museum of Art
Wyckaert|Wyckaert, Maurice|prints|Pour Jorn|Maurice Wyckaert|1976|Belgian|16036|Carnegie Museum of Art
D'Arcangelo|D'Arcangelo, Allan|prints|Watertower #5|Allan D'Arcangelo|1973|American|16037|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|prints|Pour Jorn|Pierre Alechinsky|1976|Belgian|16038|Carnegie Museum of Art
Appel|Appel, Karel|prints|Pour Jorn|Karel Appel|1976|Dutch|16039|Carnegie Museum of Art
Kokoschka|Kokoschka, Oskar|prints|King Lear: Goneril and Edmund|Oskar Kokoschka|1963|Austrian|16040|Carnegie Museum of Art
