last_name,cited_name,classification,title,full_name,creation_date,nationality,index
Vinciarelli,"Vinciarelli, Lauretta",drawings and watercolors,"Garden Structure; Untitled, [perspective]",Lauretta Vinciarelli,1986,Italian,7221
Spence,"Spence, Andrew",paintings,Commander,Andrew Spence,1989,American,7222
Owens,"Owens, Laura",paintings,Untitled,Laura Owens,1999,American,7223
Menconi,"Menconi, Ralph J.",sculpture,Medal commemorating opening of the Pittsburgh Hilton,Ralph Joseph Menconi,12/1/1959,American,7232
Katz,"Katz, Alex",prints,Self-portrait,Alex Katz,1978,American,7234
Leslie,"Leslie, Alfred",prints,Self-portrait,Alfred Leslie,1974,American,7235
Wujcik,"Wujcik, Theo",prints,Alex Katz,Theo Wujcik,1978,American,7236
Ben Tré,"Ben Tré, Howard",sculpture,Basin 4,Howard Ben Tré,1991,American,7238
Burne-Jones,"Burne-Jones, Edward Coley",drawings and watercolors,"Study for ""The King and The Shepherd""",Sir Edward Coley Burne-Jones,c. 1887-1888,British,7248
Smith,"Smith, David",paintings,Untitled,David Smith,1956,American,7272
Pissarro,"Pissarro, Camille",prints,Peasants in a Field of Beans (Paysannes dans un champ de haricots),Camille Pissarro,1891,French,7273
Constable,"Constable, John",paintings,The Washing Line,John Constable,c. 1821,British,7274
Katz,"Katz, Alex",paintings,Edwin Edwin,Alex Katz,1969,American,7275
Katz,"Katz, Alex",prints,Grey Edwin,Alex Katz,1997,American,7276
Katz,"Katz, Alex",prints,Edwin Denby,Alex Katz,1983,American,7277
Katz,"Katz, Alex",prints,Black Scarf,Alex Katz,1996,American,7278
Katz,"Katz, Alex",prints,Big Red Smile,Alex Katz,1994,American,7279
Katz,"Katz, Alex",prints,Scott and John,Alex Katz,2000,American,7280
Celmins,"Celmins, Vija",prints,Ocean Surface 2000,Vija Celmins,2000,American,7282
Gober,"Gober, Robert",prints,Untitled,Robert Gober,2000,American,7283
Hirst,"Hirst, Damien",prints,"Steak and Kidney, from ""The Last Supper"" series",Damien Hirst,1999,British,7284
Hirst,"Hirst, Damien",prints,"Meatballs, from ""The Last Supper"" series",Damien Hirst,1999,British,7285
Close,"Close, Chuck",prints,Self-portrait,Chuck Close,1999,American,7286
Paik,"Paik, Nam June",sculpture,TV Rodin,Nam June Paik,1976-1978,American,7288
Tschumi,"Tschumi, Bernard",drawings and watercolors,"'The Street' set, from the series ""The Manhattan Transcripts,"" [plan, section, elevation, site plan]",Bernard Tschumi,1978-1981,Swiss,7290
Tschumi,"Tschumi, Bernard",drawings and watercolors,"'The Street' set, from the series ""The Manhattan Transcripts,"" [plan, section, elevation, site plan]",Bernard Tschumi,1978-1981,Swiss,7291
Tschumi,"Tschumi, Bernard",drawings and watercolors,"'The Street' set, from the series ""The Manhattan Transcripts,"" [plan, section, elevation, site plan]",Bernard Tschumi,1978-1981,Swiss,7292
Tschumi,"Tschumi, Bernard",drawings and watercolors,"'The Street' set, from the series ""The Manhattan Transcripts,"" [plan, section, elevation, site plan]",Bernard Tschumi,1978-1981,Swiss,7293
Ofili,"Ofili, Chris",paintings,The Adoration of Captain Shit and the Legend of the Black Stars (Third Version),Chris Ofili,1999,British,7294
Katz,"Katz, Alex",paintings,Walk,Alex Katz,1971,American,7297
Katz,"Katz, Alex",paintings,Autumn,Alex Katz,1999,American,7299
Whistler,"Whistler, James McNeill",prints,The Tiny Pool,James Abbott McNeill Whistler,c. 1879,American,7300
Whistler,"Whistler, James McNeill",prints,"Annie, Seated",James Abbott McNeill Whistler,1858,American,7301
Whistler,"Whistler, James McNeill",prints,The Little Hat,James Abbott McNeill Whistler,c. 1887,American,7302
Whistler,"Whistler, James McNeill",prints,Whistler with the White Lock,James Abbott McNeill Whistler,1879,American,7303
Fontana,"Fontana, Lucio",sculpture,Spatial Concept (Expectation) (Concetto Spaziale [Attesa]),Lucio Fontana,1962,Italian,7305
Kienholz,"Kienholz, Edward",sculpture,The Billionaire,Edward Kienholz,1977,American,7306
West,"West, Franz",sculpture,Synthesa,Franz West,1999,Austrian,7307
Currin,"Currin, John",paintings,The Old Fence,John Currin,1999,American,7313
Parent,"Parent, Claude",drawings and watercolors,La ville enroulee,Claude Parent,1967-1999,French,7316
Rosenberg,"Rosenberg, Samuel",paintings,The Harbour,Samuel Rosenberg,1965,American,7317
Breck,"Breck, John Leslie",paintings,Giverny Winter,John Leslie Breck,1888,American,7333
Dalou,"Dalou, Aimé-Jules",sculpture,Dorothy Heseltine,Aimé-Jules Dalou,1874,French,7334
Readio,"Readio, Wilfred A.",prints,Winding Road,Wilfred A. Readio,c. 1940,American,7335
Readio,"Readio, Wilfred A.",prints,Pie Plant,Wilfred A. Readio,c. 1940,American,7336
Readio,"Readio, Wilfred A.",prints,Curves and Intersections,Wilfred A. Readio,c. 1940,American,7337
Mangold,"Mangold, Robert",paintings,A Rectangle Not Totally within a Triangle (Orange),Robert Mangold,1975-1976,American,7338
Marden,"Marden, Brice",prints,Eagles Mere Muses,Brice Marden,2000,American,7339
Marden,"Marden, Brice",prints,Red Line Muses,Brice Marden,2000,American,7340
Marden,"Marden, Brice",prints,Greyer Muses,Brice Marden,2000,American,7341
Marden,"Marden, Brice",prints,Line Muses,Brice Marden,2000,American,7342
Marden,"Marden, Brice",prints,Muses with Graphite,Brice Marden,2000,American,7343
Marden,"Marden, Brice",prints,Beyond Eagles Mere,Brice Marden,2000,American,7344
Marden,"Marden, Brice",prints,Beyond Eagles Mere 2,Brice Marden,2000,American,7345
Frankenthaler,"Frankenthaler, Helen",prints,Madame Butterfly,Helen Frankenthaler,2000,American,7346
Dahl,"Dahl, Johan C.",paintings,Coast of Capri,Johan Christian Clausen Dahl,1822,Norwegian,7348
Meckenem,"Meckenem, Israhel van",prints,St. Peter and St. Andrew,Israhel van Meckenem,c. 1480-1485,German,7349
Nordfeldt,"Nordfeldt, Bror Julius Olsson",prints,"Mist, The Anglers",Bror Julius Olsson Nordfeldt,1906,American,7350
Concha,"Concha, Félix de la",paintings,S. Mathilda at Penn Ave #1,Félix de la Concha,1997,Spanish,7351
Carrà,"Carrà, Carlo",drawings and watercolors,Composizione,Carlo Carrà,1910,Italian,7352
Schwitters,"Schwitters, Kurt",prints,Plate 5 from the MERZ 3 portfolio,Kurt Schwitters,1923,German,7353
Parent,"Parent, Claude",drawings and watercolors,Deux iles en terre ferme: Turbosite,Claude Parent,1966-1999,French,7357
Dial,"Dial, Thornton, Sr.",paintings,The Soul of the Tiger,"Thornton Dial, Sr.",1991,American,7358
Kelly,"Kelly, Marie Tuiccillo",prints,Pic-nic a Fiesole,Marie Tuiccillo Kelly,1974,American,7359
Rosenberg,"Rosenberg, Samuel",paintings,Untitled,Samuel Rosenberg,c. 1960,American,7360
Picasso,"Picasso, Pablo",drawings and watercolors,Head of a Bearded Man,Pablo Picasso,1902,Spanish,7378
Ribot,"Ribot, Theodule A.",drawings and watercolors,Study of a Hand,Theodule A. Ribot,c. 1860,French,7379
Pinelli,"Pinelli, Bartolomeo",drawings and watercolors,(Venus and two Putti),Bartolomeo Pinelli,1811,Italian,7381
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7386
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7387
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7388
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7389
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7390
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7391
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7392
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7393
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7394
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7395
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7396
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7397
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7398
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7399
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7400
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7401
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7402
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7403
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7404
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7405
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7406
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7407
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7408
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7409
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7410
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7411
Walker,"Walker, Kara",prints,Emancipation Approximation,Kara Walker,1999-2000,American,7412
Clemente,"Clemente, Francesco",prints,Semen,Francesco Clemente,1987,Italian,7413
Tiravanija,"Tiravanija, Rirkrit",sculpture,untitled 1992 (cure),Rirkrit Tiravanija,1992,Thai,7414
Ghisi,"Ghisi, Giorgio",prints,Venus and Adonis,Giorgio Ghisi,c. 1570,Italian,7420
Mies van der Rohe,"Mies van der Rohe, Ludwig",drawings and watercolors,"House for Margarete Hubbe, Magdeburg, Germany",Ludwig Mies van der Rohe,1935,German,7422
Neto,"Neto, Ernesto",sculpture,Okitimanaia Ogu,Ernesto Neto,2000,Brazilian,7424
Ryman,"Ryman, Robert",prints,Painting Without Painting I,Robert Ryman,1995,American,7425
Graham,"Graham, Dan",sculpture,"Triangular Solid with Circular Inserts, Variation D",Dan Graham,1989,American,7458
Wool,"Wool, Christopher",prints,99/00,Christopher Wool,2000,American,7459
Wool,"Wool, Christopher",prints,99/00,Christopher Wool,2000,American,7460
Wool,"Wool, Christopher",prints,99/00,Christopher Wool,2000,American,7461
Wool,"Wool, Christopher",prints,99/00,Christopher Wool,2000,American,7462
Bonnard,"Bonnard, Pierre",prints,The Little Laundress (La petite blanchisseuse),Pierre Bonnard,1896,French,7463
Mason,"Mason, Alice T.",drawings and watercolors,Drawing for Untitled Painting,Alice Trumbull Mason,1930,American,7464
Koerner,"Koerner, Henry",paintings,"It Isn't the Heat, It's the Humidity",Henry Koerner,1947-1948,American,7466
Shapiro,"Shapiro, Joel",prints,Abstract Composition,Joel Shapiro,1987,American,7467
Katz,"Katz, Alex",paintings,Lake Time,Alex Katz,1960,American,7468
Bowden,"Bowden, Robert L.",drawings and watercolors,Specific Steam,Robert L. Bowden,2000,American,7469
Brockhurst,"Brockhurst, Gerald L.",prints,Henry Rushbury (second plate),Gerald L. Brockhurst,1930,British,7474
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Paris Suite,Raymond Jennings Saunders,1988,American,7475
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Paris Suite,Raymond Jennings Saunders,1988,American,7476
Saunders,"Saunders, Raymond Jennings",paintings,Woman and Child (9088),Raymond Jennings Saunders,1963,American,7478
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,View of Pittsburgh,Raymond Jennings Saunders,1964,American,7479
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,A Northern Place,Raymond Jennings Saunders,1966,American,7480
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Discover America First,Raymond Jennings Saunders,1970,American,7481
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Broccoli,Raymond Jennings Saunders,1982,American,7483
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Two Apples,Raymond Jennings Saunders,1982,American,7484
Saunders,"Saunders, Raymond Jennings",drawings and watercolors,Untitled (Green Goose and Two Flowers),Raymond Jennings Saunders,1983,American,7485
Saunders,"Saunders, Raymond Jennings",paintings,Layers of Being,Raymond Jennings Saunders,1985,American,7486
Tomaselli,"Tomaselli, Fred",drawings and watercolors,"Embellished Portrait of Kathe, 1995-2000",Fred Tomaselli,2000,American,7490
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7492
Mangold,"Mangold, Robert",prints,Fragment VIII,Robert Mangold,2000,American,7493
Edwards,"Edwards, Benjamin",prints,Proposal for a Megastructure,Benjamin Edwards,2001,American,7494
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7495
Bertoia,"Bertoia, Harry",sculpture,Dandelion,Harry Bertoia,1958,American,7496
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7497
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7503
Peyton,"Peyton, Elizabeth",paintings,Ben Drawing,Elizabeth Peyton,2001,American,7504
Lambie,"Lambie, Jim",sculpture,Boy Hairdresser,Jim Lambie,2001,Scottish,7505
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7506
Halley,"Halley, Peter",drawings and watercolors,Untitled,Peter Halley,1989,American,7507
LeWitt,"LeWitt, Sol",prints,Line Etchings,Sol LeWitt,2000,American,7508
Carrier-Belleuse,"Carrier-Belleuse, Albert-Ernest",sculpture,Innocence Tormented by Love,Albert-Ernest Carrier-Belleuse,1871,French,7530
Sanders,"Sanders, Joel",prints,"Bachelor House, Longitudinal Section: Yard",Joel Sanders,1998-1999,American,7531
Sanders,"Sanders, Joel",prints,"Bachelor House, Transverse Section: Spa",Joel Sanders,1998-1999,American,7532
Sanders,"Sanders, Joel",prints,"Bachelor House, Garage",Joel Sanders,1998-1999,American,7533
Sanders,"Sanders, Joel",prints,"Bachelor House, Dressing",Joel Sanders,1998-1999,American,7534
Sanders,"Sanders, Joel",prints,"Bachelor House, Den/Study",Joel Sanders,1998-1999,American,7535
Sanders,"Sanders, Joel",prints,"Bachelor House, Backyard",Joel Sanders,1998-1999,American,7536
Stamberg,Stamberg Aferiat Architecture,drawings and watercolors,"House, Mattituck, NY: perspective and color studies",Stamberg Aferiat Architecture,2001,American,7537
Tàpies ,"Tàpies , Antoni",prints,Aparicions (Apparitions) 8,Antoni Tàpies,1982,Spanish,7538
Dado,Dado,drawings and watercolors,(Untitled),Dado,1959,Montenegrin,7539
Artschwager,"Artschwager, Richard",sculpture,D.W. VII,Richard Artschwager,1994,American,7540
Artschwager,"Artschwager, Richard",sculpture,D.W. VI,Richard Artschwager,1994,American,7541
Lear,"Lear, Edward",drawings and watercolors,"Dumpling, Dumpling Dee/The Fish Hopped Out of the Sea/The Little Pig Cried, When the Grasshopper Died/and the Crow Flew Away with the Bee",Edward Lear,c. 1845,British,7546
Murakami,"Murakami, Takashi",sculpture,Oval,"Murakami, Takashi",2000,Japanese,7551
Feeley,"Feeley, Paul",paintings,Alya,Paul Feeley,1964,American,7553
Isabey,"Isabey, Eugène L.",paintings,The Shipwreck,Eugène Louis Gabriel Isabey,late 1830s,French,7554
Dusart,"Dusart, Cornelis",prints,Dancing Dog,Cornelis Dusart,1685,Dutch,7557
Yoshida,Yoshida Hiroshi,prints,"Moon Light of Taj Mahal, no 4",Yoshida Hiroshi,1931,Japanese,7558
Yoshida,Yoshida Hiroshi,prints,Chion-in Temple Gate,Yoshida Hiroshi,1935,Japanese,7559
Yoshida,Yoshida Hiroshi,prints,An Avenue of Cherry Trees in Full Bloom,Yoshida Hiroshi,1935,Japanese,7560
Yoshida,Yoshida Hiroshi,prints,Fujiyama from Miho,Yoshida Hiroshi,1935,Japanese,7561
Yoshida,Yoshida Hiroshi,prints,Calm Wind (Fûsei),Yoshida Hiroshi,1937,Japanese,7562
Yoshida,Yoshida Hiroshi,prints,Niagara Falls,Yoshida Hiroshi,1925,Japanese,7563
Yoshida,Yoshida Hiroshi,prints,Mount Jungfrau,Yoshida Hiroshi,1925,Japanese,7564
Yoshida,Yoshida Hiroshi,prints,Acropolis,Yoshida Hiroshi,1925,Japanese,7565
Yoshida,Yoshida Hiroshi,prints,Night (Yoru),Yoshida Hiroshi,1925,Japanese,7566
Yoshida,Yoshida Hiroshi,prints,Summit of Fujiyama,Yoshida Hiroshi,1925,Japanese,7567
Yoshida,Yoshida Hiroshi,prints,Kiso River (Kisogawa),Yoshida Hiroshi,1927,Japanese,7568
Yoshida,Yoshida Hiroshi,prints,Konoshima,Yoshida Hiroshi,1930,Japanese,7569
Yoshida,Yoshida Hiroshi,prints,Kura in Tomonoura,Yoshida Hiroshi,1930,Japanese,7570
Yoshida,Yoshida Hiroshi,prints,Victoria Memorial,Yoshida Hiroshi,1931,Japanese,7571
Kipniss,"Kipniss, Robert",prints,White Forest,Robert Kipniss,2000,American,7573
Kipniss,"Kipniss, Robert",prints,Window with Vase and Forest,Robert Kipniss,2000,American,7574
Davis,"Davis, Stuart",drawings and watercolors,Roof Tops,Stuart Davis,June 1938,American,7575
Lepère,"Lepère, Auguste L.",prints,The Convalescent-Madame Lepère (La Convalescente-Madame Lepère),Auguste Lepère,1892,French,7578
Legros,"Legros, Alphonse",prints,The Wayfarer,Alphonse Legros,,French,7586
Legros,"Legros, Alphonse",prints,"Portrait de M. Jules Dalou, statuaire",Alphonse Legros,1876,French,7587
